sha256,original,duplicate
74e6df8ed1b8e7f98939d11c90f9be16ee3732885330f0902cbbf9d9d7bca9fb,cleaned_tables/027_Health_Bulletin_2023/table_0018.csv,cleaned_tables/030_Health_Bulletin_2020/table_0012.csv
6c66cac9e2814afef8f0e20a149e07b3dc975ca2307835f2dc79efa45063f856,cleaned_tables/028_Health_Bulletin_2022/table_0020.csv,cleaned_tables/030_Health_Bulletin_2020/table_0013.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0038.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0039.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0040.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0041.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0042.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0059.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0068.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0069.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0097.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0099.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0114.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0115.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0118.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0188.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0189.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0190.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0191.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/030_Health_Bulletin_2020/table_0203.csv
2598d213cc59149bd55ec84a70781d12d9c4d06a7df03b583ff064f1d1aff16d,cleaned_tables/031_Health_Bulletin_2019/table_0006.csv,cleaned_tables/031_Health_Bulletin_2019/table_0007.csv
2598d213cc59149bd55ec84a70781d12d9c4d06a7df03b583ff064f1d1aff16d,cleaned_tables/031_Health_Bulletin_2019/table_0006.csv,cleaned_tables/031_Health_Bulletin_2019/table_0008.csv
2598d213cc59149bd55ec84a70781d12d9c4d06a7df03b583ff064f1d1aff16d,cleaned_tables/031_Health_Bulletin_2019/table_0006.csv,cleaned_tables/031_Health_Bulletin_2019/table_0009.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0010.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0011.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0014.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0015.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0016.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0017.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0018.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0019.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0020.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0021.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0029.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0030.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0032.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0033.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0034.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0037.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0038.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0039.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0040.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0041.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0042.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0043.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0044.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0045.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0046.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0047.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0048.csv
38e7cdf3c5ca73a8b47d10a69e329cfd54a45274021453dbd146726b40373a2d,cleaned_tables/031_Health_Bulletin_2019/table_0049.csv,cleaned_tables/031_Health_Bulletin_2019/table_0050.csv
9be9f307d8db102bf6b62c86f81e6518be104b42d4041ec847d999608ecfa65e,cleaned_tables/031_Health_Bulletin_2019/table_0051.csv,cleaned_tables/031_Health_Bulletin_2019/table_0052.csv
9be9f307d8db102bf6b62c86f81e6518be104b42d4041ec847d999608ecfa65e,cleaned_tables/031_Health_Bulletin_2019/table_0051.csv,cleaned_tables/031_Health_Bulletin_2019/table_0053.csv
9be9f307d8db102bf6b62c86f81e6518be104b42d4041ec847d999608ecfa65e,cleaned_tables/031_Health_Bulletin_2019/table_0051.csv,cleaned_tables/031_Health_Bulletin_2019/table_0054.csv
9be9f307d8db102bf6b62c86f81e6518be104b42d4041ec847d999608ecfa65e,cleaned_tables/031_Health_Bulletin_2019/table_0051.csv,cleaned_tables/031_Health_Bulletin_2019/table_0055.csv
9be9f307d8db102bf6b62c86f81e6518be104b42d4041ec847d999608ecfa65e,cleaned_tables/031_Health_Bulletin_2019/table_0051.csv,cleaned_tables/031_Health_Bulletin_2019/table_0056.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0059.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0061.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0062.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0063.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0064.csv
7216db0794d10a4436bf839fe970d22d13ce113d517dbab082edf242aff1ed85,cleaned_tables/031_Health_Bulletin_2019/table_0067.csv,cleaned_tables/031_Health_Bulletin_2019/table_0068.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0070.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0001.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0011.csv
8bb869b6f815ac340211a4782eb3b4d5165981061f6b7e3db2d6e59a0ccc5a66,cleaned_tables/032_Health_Bulletin_2018/table_0017.csv,cleaned_tables/032_Health_Bulletin_2018/table_0020.csv
289f721fad331dd943d2a10ba57671758e730bc74abbadaca03b4f56d7bdeb4e,cleaned_tables/032_Health_Bulletin_2018/table_0022.csv,cleaned_tables/032_Health_Bulletin_2018/table_0023.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0034.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0044.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0056.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0075.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0079.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0082.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0085.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0099.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0119.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0120.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0122.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0123.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0152.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0156.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0157.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0158.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0163.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0164.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0165.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0166.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0168.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0169.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0178.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0194.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0196.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0201.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0203.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0204.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0205.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0206.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0208.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0209.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0210.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0212.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0213.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0215.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0223.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0227.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0229.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0230.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0231.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0235.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0236.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0237.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0239.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0240.csv
2a148ffd5a4066f16bc4ba360e06803776ad85f5c8334d5b5880709f91347bae,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0247.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/033_Health_Bulletin_2017/table_0016.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/033_Health_Bulletin_2017/table_0022.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/033_Health_Bulletin_2017/table_0028.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/033_Health_Bulletin_2017/table_0029.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/033_Health_Bulletin_2017/table_0030.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/033_Health_Bulletin_2017/table_0031.csv
